dataset,model,method,local_cf_generator,clustering_method,n_initial_clusters,n_final_clusters,n_local_counterfactuals,IM__cluster_action_choice_algo,IM__nns__n_scalars,IM__rs__n_most_important,IM__rs__n_categorical_most_frequent,IM__lowcost__action_threshold,IM__lowcost__num_low_cost,IM__min_cost_eff_thres__effectiveness_threshold,IM__min_cost_eff_thres_combinations__num_min_cost,ΙΜ__eff_thres_hybrid__max_n_actions_full_combinations,IM__save_single_action_metrics,Effectiveness,Cost,Size,Elapsed Time
adult,xgb,GLANCE,Dice,KMeans,100,4,10,max-eff,,,,,,,,,,99.79 ± 0.13,6.09 ± 2.65,4.0 ± 0.0,13.01 ± 0.19
